-2.611457824707031250e+01,4.413902282714843750e+01,4.232618713378906250e+01,8.507928466796875000e+01,9.766090393066406250e+01,1.547504730224609375e+02,1.589818572998046875e+02,2.317465667724609375e+02,2.361919097900390625e+02,2.562701416015625000e+02,2.977723999023437500e+02,4.195771484375000000e+02,3.948340454101562500e+02
-2.607041931152343750e+01,4.416650390625000000e+01,4.220405578613281250e+01,8.505918884277343750e+01,9.759593200683593750e+01,1.549388580322265625e+02,1.583249359130859375e+02,2.325999603271484375e+02,2.378098297119140625e+02,2.579337158203125000e+02,2.987564697265625000e+02,4.199026489257812500e+02,3.968421630859375000e+02
-2.594783020019531250e+01,4.415193176269531250e+01,4.228921508789062500e+01,8.512106323242187500e+01,9.781156921386718750e+01,1.548969268798828125e+02,1.585972442626953125e+02,2.322796173095703125e+02,2.375337677001953125e+02,2.576868286132812500e+02,2.987530517578125000e+02,4.198530883789062500e+02,3.963961181640625000e+02
-2.577191162109375000e+01,4.411614990234375000e+01,4.236903381347656250e+01,8.507548522949218750e+01,9.801634216308593750e+01,1.549011993408203125e+02,1.586225128173828125e+02,2.323032684326171875e+02,2.379015045166015625e+02,2.580793457031250000e+02,2.991409301757812500e+02,4.199200439453125000e+02,3.966709594726562500e+02
-2.565791320800781250e+01,4.410008239746093750e+01,4.240046691894531250e+01,8.501943969726562500e+01,9.792607116699218750e+01,1.550055389404296875e+02,1.581850738525390625e+02,2.327794036865234375e+02,2.389298248291015625e+02,2.590906982421875000e+02,2.996892700195312500e+02,4.201199951171875000e+02,3.978461303710937500e+02
-2.551780700683593750e+01,4.410037231445312500e+01,4.248298645019531250e+01,8.495710754394531250e+01,9.782572937011718750e+01,1.550804290771484375e+02,1.579564971923828125e+02,2.329806060791015625e+02,2.394634552001953125e+02,2.596641235351562500e+02,2.999265136718750000e+02,4.202502441406250000e+02,3.984192504882812500e+02
-2.562745666503906250e+01,4.413854980468750000e+01,4.243132019042968750e+01,8.501516723632812500e+01,9.767973327636718750e+01,1.551340484619140625e+02,1.579824066162109375e+02,2.329925384521484375e+02,2.392060699462890625e+02,2.593709716796875000e+02,2.996443481445312500e+02,4.202756347656250000e+02,3.981503906250000000e+02
-2.567979431152343750e+01,4.420382690429687500e+01,4.237036132812500000e+01,8.504034423828125000e+01,9.770884704589843750e+01,1.551512298583984375e+02,1.579771270751953125e+02,2.330402374267578125e+02,2.391426544189453125e+02,2.593187866210937500e+02,2.997031860351562500e+02,4.202869262695312500e+02,3.982078857421875000e+02
-2.567565917968750000e+01,4.413862609863281250e+01,4.244718933105468750e+01,8.499479675292968750e+01,9.775154113769531250e+01,1.552649993896484375e+02,1.579508819580078125e+02,2.331046905517578125e+02,2.394564361572265625e+02,2.595944213867187500e+02,2.998591308593750000e+02,4.203285522460937500e+02,3.983948974609375000e+02
-2.559738159179687500e+01,4.406576538085937500e+01,4.264167785644531250e+01,8.500769042968750000e+01,9.777305603027343750e+01,1.550638580322265625e+02,1.586254730224609375e+02,2.322249908447265625e+02,2.379806976318359375e+02,2.581390991210937500e+02,2.988914184570312500e+02,4.200467529296875000e+02,3.963737182617187500e+02
