-2.569815063476562500e+01,4.401196289062500000e+01,4.256254577636718750e+01,8.507626342773437500e+01,9.763111877441406250e+01,1.550281524658203125e+02,1.588026580810546875e+02,2.320204925537109375e+02,2.373422393798828125e+02,2.574223632812500000e+02,2.983571777343750000e+02,4.198441162109375000e+02,3.955789794921875000e+02
-2.566781616210937500e+01,4.402033996582031250e+01,4.246812438964843750e+01,8.509255981445312500e+01,9.749974060058593750e+01,1.549152679443359375e+02,1.587309112548828125e+02,2.319896392822265625e+02,2.372967681884765625e+02,2.573993530273437500e+02,2.982366333007812500e+02,4.197713623046875000e+02,3.955333862304687500e+02
-2.579220581054687500e+01,4.405647277832031250e+01,4.246911621093750000e+01,8.511657714843750000e+01,9.742979431152343750e+01,1.548839874267578125e+02,1.590228424072265625e+02,2.316502838134765625e+02,2.364114227294921875e+02,2.564787597656250000e+02,2.976384887695312500e+02,4.196783447265625000e+02,3.944913940429687500e+02
-2.584782409667968750e+01,4.408183288574218750e+01,4.237194824218750000e+01,8.513732910156250000e+01,9.733717346191406250e+01,1.550553131103515625e+02,1.586827239990234375e+02,2.321559600830078125e+02,2.371647491455078125e+02,2.572026367187500000e+02,2.980560302734375000e+02,4.198530273437500000e+02,3.954550781250000000e+02
-2.574752807617187500e+01,4.420755004882812500e+01,4.236875915527343750e+01,8.512561035156250000e+01,9.720353698730468750e+01,1.549713287353515625e+02,1.584812164306640625e+02,2.322967071533203125e+02,2.372801055908203125e+02,2.574757690429687500e+02,2.981822509765625000e+02,4.199702148437500000e+02,3.958421020507812500e+02
-2.571778869628906250e+01,4.415585327148437500e+01,4.243948364257812500e+01,8.512094116210937500e+01,9.724772644042968750e+01,1.550064239501953125e+02,1.585902862548828125e+02,2.322765350341796875e+02,2.372385101318359375e+02,2.574290161132812500e+02,2.981997070312500000e+02,4.199800415039062500e+02,3.956697387695312500e+02
-2.586296081542968750e+01,4.413897705078125000e+01,4.236514282226562500e+01,8.518684387207031250e+01,9.712776184082031250e+01,1.552318878173828125e+02,1.584345245361328125e+02,2.326844024658203125e+02,2.376449432373046875e+02,2.577775878906250000e+02,2.983571777343750000e+02,4.200978393554687500e+02,3.961467895507812500e+02
-2.600973510742187500e+01,4.418119812011718750e+01,4.225820922851562500e+01,8.523291015625000000e+01,9.698750305175781250e+01,1.553089141845703125e+02,1.583945159912109375e+02,2.327994537353515625e+02,2.374660797119140625e+02,2.575607299804687500e+02,2.981872558593750000e+02,4.200663452148437500e+02,3.961127319335937500e+02
-2.605574035644531250e+01,4.422764587402343750e+01,4.225860595703125000e+01,8.526814270019531250e+01,9.688883972167968750e+01,1.554376983642578125e+02,1.582306060791015625e+02,2.330214691162109375e+02,2.377672882080078125e+02,2.577930297851562500e+02,2.982369995117187500e+02,4.201931762695312500e+02,3.965816040039062500e+02
-2.597558593750000000e+01,4.423913574218750000e+01,4.238244628906250000e+01,8.522772216796875000e+01,9.703587341308593750e+01,1.554357452392578125e+02,1.583813323974609375e+02,2.328343963623046875e+02,2.376271209716796875e+02,2.576999511718750000e+02,2.982624511718750000e+02,4.201977539062500000e+02,3.963891601562500000e+02
-2.587568664550781250e+01,4.417694091796875000e+01,4.244657897949218750e+01,8.519868469238281250e+01,9.706190490722656250e+01,1.554483489990234375e+02,1.584135589599609375e+02,2.328108367919921875e+02,2.377718963623046875e+02,2.578007812500000000e+02,2.983398437500000000e+02,4.202346801757812500e+02,3.963970336914062500e+02
-2.590357971191406250e+01,4.408006286621093750e+01,4.255415344238281250e+01,8.516522216796875000e+01,9.709959411621093750e+01,1.555043182373046875e+02,1.585444183349609375e+02,2.326067657470703125e+02,2.376362152099609375e+02,2.575419311523437500e+02,2.981354370117187500e+02,4.201686401367187500e+02,3.960338134765625000e+02
-2.602958679199218750e+01,4.402247619628906250e+01,4.255064392089843750e+01,8.521148681640625000e+01,9.716795349121093750e+01,1.555246124267578125e+02,1.587742156982421875e+02,2.323545379638671875e+02,2.372267303466796875e+02,2.570314941406250000e+02,2.978330688476562500e+02,4.200240478515625000e+02,3.954502563476562500e+02
-2.619627380371093750e+01,4.409323120117187500e+01,4.228265380859375000e+01,8.527549743652343750e+01,9.694737243652343750e+01,1.555868072509765625e+02,1.582986907958984375e+02,2.329395294189453125e+02,2.379053802490234375e+02,2.576992797851562500e+02,2.981525878906250000e+02,4.201146240234375000e+02,3.966149902343750000e+02
-2.612474060058593750e+01,4.408154296875000000e+01,4.237857055664062500e+01,8.527693176269531250e+01,9.697517395019531250e+01,1.555000457763671875e+02,1.585862579345703125e+02,2.325395355224609375e+02,2.372986907958984375e+02,2.570527954101562500e+02,2.977772827148437500e+02,4.200131835937500000e+02,3.957609252929687500e+02
-2.606091308593750000e+01,4.409925842285156250e+01,4.231445312500000000e+01,8.532397460937500000e+01,9.685874938964843750e+01,1.554809112548828125e+02,1.583861236572265625e+02,2.327342071533203125e+02,2.375646820068359375e+02,2.574152832031250000e+02,2.979346923828125000e+02,4.200690917968750000e+02,3.962140502929687500e+02
-2.607165527343750000e+01,4.403056335449218750e+01,4.224172973632812500e+01,8.533808898925781250e+01,9.671858215332031250e+01,1.556001129150390625e+02,1.580716400146484375e+02,2.331909332275390625e+02,2.383045806884765625e+02,2.581240844726562500e+02,2.982932739257812500e+02,4.201730346679687500e+02,3.970465087890625000e+02
-2.608741760253906250e+01,4.393197631835937500e+01,4.223698425292968750e+01,8.528915405273437500e+01,9.675160217285156250e+01,1.556224517822265625e+02,1.580964508056640625e+02,2.332055511474609375e+02,2.384247283935546875e+02,2.582188720703125000e+02,2.983384399414062500e+02,4.201163330078125000e+02,3.970329589843750000e+02
-2.605651855468750000e+01,4.390925598144531250e+01,4.234786987304687500e+01,8.530087280273437500e+01,9.688926696777343750e+01,1.555199432373046875e+02,1.584241485595703125e+02,2.327812957763671875e+02,2.378389434814453125e+02,2.576090698242187500e+02,2.980555419921875000e+02,4.199796752929687500e+02,3.962768554687500000e+02
-2.599131774902343750e+01,4.391258239746093750e+01,4.238012695312500000e+01,8.534848022460937500e+01,9.692820739746093750e+01,1.554568023681640625e+02,1.586542510986328125e+02,2.324977264404296875e+02,2.372820587158203125e+02,2.570841674804687500e+02,2.978157348632812500e+02,4.198646850585937500e+02,3.956251220703125000e+02
-2.590727233886718750e+01,4.391680908203125000e+01,4.241365051269531250e+01,8.535833740234375000e+01,9.683613586425781250e+01,1.554862518310546875e+02,1.584843292236328125e+02,2.327065277099609375e+02,2.377004852294921875e+02,2.575000000000000000e+02,2.980025634765625000e+02,4.199773559570312500e+02,3.961165771484375000e+02
-2.597602844238281250e+01,4.391253662109375000e+01,4.245538330078125000e+01,8.534706115722656250e+01,9.669181823730468750e+01,1.555704803466796875e+02,1.585041656494140625e+02,2.326999664306640625e+02,2.374942779541015625e+02,2.573395385742187500e+02,2.977982788085937500e+02,4.199849243164062500e+02,3.958699951171875000e+02
-2.607104492187500000e+01,4.388449096679687500e+01,4.251034545898437500e+01,8.538047790527343750e+01,9.660377502441406250e+01,1.555269927978515625e+02,1.588669891357421875e+02,2.322131500244140625e+02,2.364990997314453125e+02,2.562585449218750000e+02,2.970548095703125000e+02,4.197874755859375000e+02,3.946038818359375000e+02
-2.612030029296875000e+01,4.377984619140625000e+01,4.265061950683593750e+01,8.535253906250000000e+01,9.668965148925781250e+01,1.555458526611328125e+02,1.592257843017578125e+02,2.317925872802734375e+02,2.357776336669921875e+02,2.555214385986328125e+02,2.965920410156250000e+02,4.196011962890625000e+02,3.935456542968750000e+02
-2.602720642089843750e+01,4.372854614257812500e+01,4.274157714843750000e+01,8.534173583984375000e+01,9.666114807128906250e+01,1.555491790771484375e+02,1.592426910400390625e+02,2.316687469482421875e+02,2.358504791259765625e+02,2.555359344482421875e+02,2.965229492187500000e+02,4.196295776367187500e+02,3.934710083007812500e+02
-2.602423095703125000e+01,4.385655212402343750e+01,4.274754333496093750e+01,8.532308959960937500e+01,9.669017028808593750e+01,1.554298553466796875e+02,1.594270172119140625e+02,2.314191131591796875e+02,2.352484588623046875e+02,2.550743560791015625e+02,2.962829589843750000e+02,4.196372070312500000e+02,3.929320068359375000e+02
-2.602679443359375000e+01,4.388325500488281250e+01,4.278230285644531250e+01,8.529881286621093750e+01,9.671543884277343750e+01,1.554450531005859375e+02,1.594270172119140625e+02,2.314151763916015625e+02,2.353141937255859375e+02,2.551500091552734375e+02,2.963299560546875000e+02,4.197054443359375000e+02,3.930168457031250000e+02
